Season,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player_href,Weight,College,Height,Lg
2017-18,GRR,25,16,478,3,7.2,0.417,0.9,2,0.444,2.1,5.2,0.406,2,2.7,0.75,1.2,2.9,4.1,1,1.3,0.3,1.2,4.7,9,/gleague/players/s/simmoma01d.html,215,USC,78,G-League
2016-17,LOS,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/gleague/players/s/simmoma02d.html,NA,None,NA,G-League
2018-19,ACC,4,0,91,10.3,23.7,0.433,4,8.7,0.455,6.3,15,0.421,2.8,3.2,0.875,1.2,3.2,4.4,1.6,0,0.4,4.7,5.5,27.3,/gleague/players/s/simonan01d.html,NA,None,NA,G-League
2019-20,WCB,43,38,1367,5.7,13.5,0.427,1.1,3.6,0.29,4.7,9.8,0.477,1.2,1.7,0.708,1.7,4.8,6.4,3.1,2.5,1.2,1.7,2.1,14.5,/gleague/players/s/simonju01d.html,205,St. John's (NY),77,G-League
2016-17,SLS,2,0,9,4,32,0.125,4,28,0.143,0,4,0,0,0,0,0,0,0,0,0,0,0,8,12,/gleague/players/s/simonpa01d.html,NA,None,NA,G-League
2020-21,OKL,15,15,428,5.1,11.5,0.445,0.9,3.3,0.282,4.2,8.2,0.51,0.8,1.3,0.6,0.8,4.6,5.5,7.7,1.2,0.1,2.8,2.7,12.4,/gleague/players/s/simpsza01d.html,NA,Michigan,NA,G-League
2016-17,SLS,25,23,764,6.8,14.9,0.459,0.6,1.6,0.343,6.3,13.2,0.473,5.8,7.5,0.769,3.3,7.6,10.9,2.2,1.1,1,3.4,5,20,/gleague/players/s/simshe01d.html,245,Georgetown,82,G-League
2017-18,OKL,30,3,249,3.6,12.6,0.287,2.6,9.5,0.273,1,3,0.333,1.9,2.5,0.765,0.6,3.6,4.2,1.7,1.7,0.7,1.6,3.2,11.7,/gleague/players/s/singham01d.html,229,None,80,G-League
2018-19,TOT,13,0,127,2.6,9.6,0.265,1.4,6.8,0.208,1.1,2.8,0.4,0,0,0,0.6,3.1,3.7,2.3,0.9,0.3,2,4,6.5,/gleague/players/s/singham01d.html,229,None,80,G-League
2020-21,GLI,4,0,25,4.3,8.6,0.5,1.4,1.4,1,2.9,7.2,0.4,1.4,2.9,0.5,0,5.8,5.8,0,1.4,0,2.9,1.4,13,/gleague/players/s/singhpr01d.html,NA,None,NA,G-League
2016-17,TEX,8,0,43,2.5,7.5,0.333,0,0,0,2.5,7.5,0.333,5.9,9.2,0.636,3.3,5,8.4,0.8,0.8,0,3.3,8.4,10.9,/gleague/players/s/singhsa01d.html,290,None,86,G-League
2016-17,RAP,48,35,1355,3.9,9.5,0.404,2,5.6,0.355,1.9,3.9,0.473,1.6,1.9,0.836,0.7,4.5,5.3,3.2,0.9,0.4,2.1,2.8,11.3,/gleague/players/s/singlej01d.html,215,Oregon,78,G-League
2017-18,WOL,5,2,95,1.9,7.2,0.263,1.5,5.7,0.267,0.4,1.5,0.25,1.1,1.5,0.75,0.4,3.8,4.2,0.8,0.8,0,1.5,3,6.4,/gleague/players/s/singlma01d.html,237,None,78,G-League
2017-18,TEX,24,18,830,6.8,15.8,0.43,2.6,7,0.37,4.2,8.8,0.478,3.3,3.9,0.865,0.5,3.9,4.4,5.7,1.1,0.1,3,1.5,19.6,/gleague/players/s/sloando01d.html,205,Texas A&M,75,G-League
2018-19,SAN,47,4,818,7.1,14.3,0.497,0.8,3.4,0.244,6.2,10.8,0.577,3.7,5.7,0.659,4.4,4,8.4,2.1,1.8,1.8,2.9,4.8,18.7,/gleague/players/s/smailal01d.html,NA,None,NA,G-League
2019-20,SAN,9,9,242,7,13.4,0.522,1.2,5.2,0.229,5.8,8.2,0.709,2.1,3.6,0.583,2.2,5.8,8,1.8,1,1.3,2.7,5.2,18.9,/gleague/players/s/smailal01d.html,NA,None,NA,G-League
2020-21,SAN,10,10,170,6.6,12.5,0.525,0.6,4.2,0.15,5.9,8.3,0.718,1.3,1.9,0.667,2.1,7,9.1,3.2,0.8,1.7,4.4,4,15.9,/gleague/players/s/smailal01d.html,NA,None,NA,G-League
2019-20,SBL,5,0,25,7.2,14.4,0.5,4.3,11.5,0.375,2.9,2.9,1,2.9,2.9,1,0,1.4,1.4,1.4,1.4,0,1.4,5.8,23,/gleague/players/s/smithda01d.html,NA,Louisiana-Monroe,NA,G-League
2016-17,TOT,7,0,69,3.7,13.6,0.269,0.5,5.7,0.091,3.1,7.8,0.4,1.6,2.6,0.6,1,4.2,5.2,2.6,1,0,3.7,1.6,9.4,/gleague/players/s/smithdv01d.html,NA,Georgetown,NA,G-League
2018-19,LKL,3,0,18,4,12,0.333,0,0,0,4,12,0.333,0,0,0,8,10,18,4,0,2,2,8,8,/gleague/players/s/smithja06d.html,NA,None,NA,G-League
2020-21,ACC,6,0,98,7,18,0.388,1.5,5.9,0.25,5.5,12.1,0.455,1.8,2.9,0.625,2.9,7.3,10.3,1.5,0.7,1.1,1.8,2.9,18.4,/gleague/players/s/smithja07d.html,NA,None,NA,G-League
2016-17,RIO,44,8,620,8.4,13.1,0.637,0,0.1,0,8.4,13.1,0.64,4.8,6.9,0.695,5.9,6.4,12.3,2.3,1.6,1.2,3.5,7.2,21.5,/gleague/players/s/smithjo02d.html,350,Georgetown,82,G-League
2016-17,LOS,47,5,1049,3.6,10.8,0.333,1.1,4.2,0.264,2.5,6.7,0.376,2.2,3.1,0.719,1.1,4,5.1,6.3,2.3,0.1,2.9,2.8,10.5,/gleague/players/s/smithke01d.html,180,None,75,G-League
2017-18,GRR,49,24,1391,3.5,8.6,0.402,0.9,3.3,0.271,2.6,5.3,0.485,2.3,3,0.759,0.9,4.3,5.2,9.8,1.9,0.1,3.4,2.6,10.1,/gleague/players/s/smithke01d.html,180,None,75,G-League
2018-19,GRR,45,25,1295,4.1,9.6,0.424,1,2.8,0.364,3.1,6.8,0.449,2.4,2.9,0.838,0.7,3.7,4.4,8.8,2,0.1,3,2.5,11.6,/gleague/players/s/smithke01d.html,180,None,75,G-League
2019-20,TOT,10,0,87,3.7,9.9,0.375,0.8,4.1,0.2,2.9,5.8,0.5,1.7,2.1,0.8,0,6.2,6.2,5,0.8,0,5.8,4.6,10.8,/gleague/players/s/smithke02d.html,190,None,75,G-League
2019-20,SFL,15,0,222,4.2,9.7,0.433,1.9,6.2,0.316,2.3,3.6,0.636,1.8,2.3,0.786,0.6,4.9,5.5,3.2,1.5,0,3.9,1.8,13,/gleague/players/s/smithma02d.html,180,None,76,G-League
2016-17,TOT,42,13,891,6.6,12.6,0.524,0.2,1.1,0.214,6.3,11.4,0.555,4.1,6.1,0.664,3.4,4.8,8.2,0.5,1.1,1.1,2,3,17.5,/gleague/players/s/smithro01d.html,202,UNLV,81,G-League
2017-18,TOT,35,6,695,8,16.3,0.489,0.6,2.6,0.235,7.4,13.7,0.538,4.9,6.2,0.79,2.6,5.6,8.2,1.2,1.1,1.1,2.2,2.8,21.4,/gleague/players/s/smithro01d.html,202,UNLV,81,G-League
2018-19,SWR,23,1,400,6.7,14.5,0.46,0.8,2.8,0.29,5.9,11.7,0.5,1.7,2.4,0.704,3.2,6.4,9.5,2.1,0.5,0.9,2.4,2.2,15.8,/gleague/players/s/smithro01d.html,202,UNLV,81,G-League
2016-17,DEL,25,22,705,7.8,17.9,0.436,1.5,5.1,0.29,6.3,12.8,0.494,4.7,5.6,0.836,1.3,3.2,4.5,7.9,2.6,0.2,3.8,3.7,21.8,/gleague/players/s/smithru01d.html,160,Louisville,73,G-League
2017-18,CAN,8,7,277,5.3,10.3,0.519,3,5.7,0.523,2.3,4.5,0.514,1.2,1.9,0.6,0.6,3.8,4.4,8.6,1.7,0.5,2.2,3.1,14.8,/gleague/players/s/smithsc01d.html,NA,Dayton,NA,G-League
2018-19,CAN,50,46,1660,4.6,12,0.386,1.9,5.6,0.339,2.8,6.5,0.426,2.1,2.6,0.8,0.8,4.2,5,6.8,1.8,0.2,2.2,2.6,13.3,/gleague/players/s/smithsc01d.html,NA,Dayton,NA,G-League
2019-20,FOR,11,4,248,4.2,10.5,0.403,1.2,4.8,0.242,3,5.7,0.538,1.3,1.9,0.692,0.9,2.5,3.3,5.8,2.2,0.1,2.3,3.3,11.5,/gleague/players/s/smithsc01d.html,NA,Dayton,NA,G-League
2018-19,SWR,44,7,831,3.9,6.7,0.587,0.1,0.3,0.25,3.9,6.4,0.605,1.3,2.5,0.5,2.8,7.6,10.4,2.3,0.9,2.3,1.6,3.7,9.2,/gleague/players/s/smithza01d.html,NA,Texas Tech,NA,G-League
2018-19,DBC,11,5,249,4.9,12,0.41,0.7,3.6,0.2,4.2,8.4,0.5,0.9,1.3,0.667,1.6,3.2,4.8,2.5,0.4,1,2.5,3.5,11.4,/gleague/players/s/smithzh01d.html,199,Texas Tech,76,G-League
2019-20,DBC,28,25,789,6.8,12.9,0.53,2,5.3,0.379,4.8,7.6,0.635,0.9,1.3,0.714,0.8,3.2,4,2.7,1,0.7,2.6,3,17.2,/gleague/players/s/smithzh01d.html,199,Texas Tech,76,G-League
2018-19,WOL,29,0,409,3.3,9.2,0.365,2,5.5,0.365,1.3,3.6,0.366,2.5,2.9,0.848,0.4,7.7,8,1.8,1.2,1,2.6,5.2,11.2,/gleague/players/s/smotrev01d.html,NA,None,NA,G-League
2020-21,SWR,13,10,303,3.7,10.2,0.36,2,7.2,0.279,1.7,3,0.56,1.7,1.9,0.875,1.5,4.6,6.2,2.7,2.9,0.6,0.8,2.4,12.5,/gleague/players/s/sneedxa01d.html,NA,Kansas State,NA,G-League
2018-19,OKL,35,33,923,7.3,12.6,0.58,0.3,1.6,0.175,7.1,11.1,0.637,3.9,5.6,0.706,4.4,7.4,11.8,2.2,1.6,1.1,3.2,5,18.9,/gleague/players/s/solomri01d.html,235,California,83,G-League
2016-17,SAN,35,28,945,6.7,14.3,0.465,3.5,9,0.392,3.1,5.3,0.59,1.4,2,0.717,1.4,6.9,8.3,1.2,1.4,1.6,1,3.4,18.3,/gleague/players/s/southja01d.html,220,Syracuse,80,G-League
2017-18,TOT,48,20,1346,5.6,12,0.47,2.3,5.9,0.392,3.3,6,0.547,0.8,1,0.744,1.2,6,7.2,1.9,0.6,1,1.4,3.1,14.3,/gleague/players/s/southja01d.html,220,Syracuse,80,G-League
2018-19,TEX,29,26,873,7.7,15,0.514,0.4,1.6,0.231,7.3,13.4,0.548,3.3,5.7,0.568,3.6,7.6,11.2,2.1,2,2.6,3,3,19.1,/gleague/players/s/spaldra01d.html,225,Louisville,81,G-League
2019-20,TOT,36,24,924,8.1,14.1,0.575,0.8,2.7,0.29,7.3,11.4,0.642,1.4,2.8,0.514,4.3,7.6,11.9,3,1.8,2.1,3.7,3.8,19.4,/gleague/players/s/spaldra01d.html,225,Louisville,81,G-League
2020-21,RIO,2,2,55,9.8,16.4,0.6,0.7,3.9,0.167,9.2,12.4,0.737,2,2.6,0.75,5.2,11.8,17,3.3,0.7,2,5.2,2.6,24.2,/gleague/players/s/spaldra01d.html,225,Louisville,81,G-League
2018-19,HAW,3,3,98,5.9,14.7,0.4,2.6,8.4,0.304,3.3,6.2,0.529,3.7,7,0.526,2.9,10.7,13.6,4.4,0.4,1.8,1.5,3.7,18,/gleague/players/s/spellom01d.html,NA,Villanova,NA,G-League
2019-20,WOL,7,6,218,8.1,16.7,0.485,3.6,9.1,0.4,4.5,7.6,0.587,1.8,2.6,0.688,3,5.8,8.8,4.5,1.3,1.5,2.1,2.5,22.6,/gleague/players/s/spellom01d.html,NA,Villanova,NA,G-League
2020-21,EBH,14,10,292,4.8,13.1,0.368,1.8,7.4,0.25,3,5.7,0.522,1.2,1.6,0.769,2.5,6.4,8.9,3.3,1.6,1.8,1.8,3.1,13.7,/gleague/players/s/spellom01d.html,NA,Villanova,NA,G-League
2017-18,TOT,24,1,357,5,9,0.562,0,0,0,5,9,0.562,1.3,2.8,0.464,5.5,4.5,10.1,1,1.2,1.9,1.9,2.1,11.4,/gleague/players/s/spencsk01d.html,NA,None,NA,G-League
2018-19,WIS,9,1,144,2.7,9.2,0.297,1.5,6.8,0.222,1.2,2.5,0.5,0,0,0,0.5,1.7,2.3,1.7,0.7,0.2,0.2,1.5,7,/gleague/players/s/spighan01d.html,NA,None,NA,G-League
2016-17,DEL,2,2,28,6.4,15.4,0.417,0,0,0,6.4,15.4,0.417,3.9,6.4,0.6,3.9,10.3,14.1,2.6,1.3,1.3,2.6,5.1,16.7,/gleague/players/s/splitti01d.html,NA,None,NA,G-League
2017-18,TOT,28,10,490,4.6,12.2,0.373,2.9,8.6,0.333,1.7,3.6,0.469,0.8,1.5,0.524,0.7,3.2,3.8,1.9,1.1,0.3,1.5,2.9,12.8,/gleague/players/s/sprinak01d.html,220,None,76,G-League
2018-19,SLS,13,0,202,3.6,11.2,0.317,2.3,8.2,0.283,1.2,3,0.412,0.9,0.9,1,0.2,2.3,2.5,2.1,0.7,0.4,0.7,1.8,10.3,/gleague/players/s/sprinak01d.html,220,None,76,G-League
2020-21,FOR,12,9,334,6.7,16.2,0.413,1.7,6.5,0.267,5,9.7,0.511,0.9,1.6,0.533,0.9,3.3,4.2,2.2,1,0.4,2.3,2.2,16.4,/gleague/players/s/stanlca01d.html,NA,Duke,NA,G-League
2018-19,WOL,39,28,1245,5.3,12.2,0.438,1.5,4.4,0.344,3.8,7.8,0.491,2,2.6,0.764,0.5,3,3.5,5.9,1.2,0.1,1.8,3.2,14.2,/gleague/players/s/starkjo01d.html,NA,Murray State,NA,G-League
2020-21,RAP,15,15,481,6.3,14.8,0.424,3.7,10,0.368,2.6,4.9,0.538,2.5,2.7,0.917,1.2,3.7,4.9,4,1.1,0.7,2.1,1.5,20.3,/gleague/players/s/stausni01d.html,NA,Michigan,NA,G-League
2016-17,SAN,1,0,15,4.8,12,0.4,4.8,9.6,0.5,0,2.4,0,0,0,0,2.4,0,2.4,4.8,4.8,0,4.8,9.6,14.4,/gleague/players/s/steffke01d.html,190,None,81,G-League
2017-18,ACC,46,3,746,3.3,9.1,0.362,1.9,6.2,0.305,1.4,2.9,0.483,1.1,1.3,0.846,0.5,4.9,5.4,2.8,0.9,0.8,2.9,5.6,9.5,/gleague/players/s/steffke01d.html,190,None,81,G-League
2019-20,CAN,15,0,95,4.5,12.9,0.353,1.5,8,0.19,3,4.9,0.615,1.1,1.1,1,1.9,3.4,5.3,2.3,1.1,0.4,1.5,3.4,12.5,/gleague/players/s/steinal01d.html,190,None,75,G-League
2016-17,LOS,10,1,189,6.7,11,0.603,0,0.6,0,6.7,10.5,0.636,1.9,3.2,0.588,5.5,5,10.5,1,0.6,1.3,1.1,3.8,15.2,/gleague/players/s/stephde01d.html,NA,None,NA,G-League
2018-19,MEM,10,8,229,4.1,9.1,0.448,1.9,5.2,0.364,2.2,3.9,0.56,2.4,2.4,1,1.7,6.1,7.9,1.1,0.5,0.8,1.1,3.3,12.4,/gleague/players/s/stephdj01d.html,188,Memphis,77,G-League
2016-17,AUS,35,20,509,3.1,5.7,0.543,0,0,0,3.1,5.7,0.543,2.3,3.4,0.688,2.9,5.7,8.6,1.4,1.1,0.4,2.6,6.1,8.6,/gleague/players/s/stewada01d.html,NA,None,NA,G-League
2018-19,TOT,31,2,339,4.2,11.6,0.367,1.8,6.4,0.283,2.4,5.2,0.469,1.5,1.7,0.875,1.2,3,4.1,1.5,1.3,0.5,1.5,2.8,11.8,/gleague/players/s/stewael01d.html,NA,USC,NA,G-League
2016-17,REN,15,13,527,6.1,14.4,0.422,2.1,5.5,0.388,4,8.9,0.443,2.5,3.2,0.787,1.1,3.8,4.9,5.4,1.5,0.2,2.6,3.3,16.8,/gleague/players/s/stockda01d.html,165,Gonzaga,71,G-League
2017-18,REN,39,15,1100,7.4,16.4,0.449,2.5,6.2,0.4,4.9,10.2,0.479,3.5,4.1,0.864,0.8,3.3,4.2,6.7,2.2,0.3,2.8,3.3,20.7,/gleague/players/s/stockda01d.html,165,Gonzaga,71,G-League
2019-20,SBL,27,21,714,7.1,15.5,0.456,1.9,6.2,0.301,5.2,9.3,0.56,3.2,3.8,0.842,0.6,3,3.6,9.3,1.5,0.1,3,3.4,20.8,/gleague/players/s/stockda01d.html,165,Gonzaga,71,G-League
2020-21,MEM,15,15,442,6.7,15.1,0.441,2.1,6.1,0.347,4.6,9,0.505,1.4,1.8,0.773,1.1,3.3,4.5,6.8,1.3,0.2,2.9,3.2,17.4,/gleague/players/s/stockda01d.html,165,Gonzaga,71,G-League
2018-19,TOT,8,6,212,9.8,16,0.617,0.3,1.9,0.182,9.5,14.1,0.675,2.2,3.6,0.619,3.9,9,12.9,2.9,1.2,1.7,4.6,6.1,22.2,/gleague/players/s/stokeja01d.html,250,Tennessee,79,G-League
2016-17,TOT,13,2,282,10.3,21.1,0.491,1.3,3.4,0.37,9.1,17.6,0.514,4.9,5.9,0.826,3.6,8,11.6,1.4,0.8,1.5,4.5,5.7,26.8,/gleague/players/s/stonedi01d.html,255,Maryland,83,G-League
2017-18,TOT,31,13,754,8.7,18.5,0.473,0.5,2.1,0.25,8.2,16.4,0.501,5.5,7.4,0.753,3.7,5.8,9.5,1.7,0.8,1.1,3.6,3.6,23.5,/gleague/players/s/stonedi01d.html,255,Maryland,83,G-League
2018-19,TOT,33,5,467,10.5,19.7,0.533,1.3,4.3,0.304,9.2,15.3,0.598,2.4,3.1,0.775,3.9,7.1,11,1.2,1.3,1.7,3.1,4.6,24.7,/gleague/players/s/stonedi01d.html,255,Maryland,83,G-League
2016-17,FOR,33,31,1144,2.9,7.2,0.399,1.1,3.3,0.346,1.7,3.9,0.444,1.4,2,0.677,0.7,5.5,6.2,8.9,1.4,1,2.8,3,8.2,/gleague/players/s/stoneju01d.html,200,UTEP,78,G-League
2017-18,SWR,5,3,141,3.1,10.5,0.293,1.3,5.4,0.238,1.8,5.1,0.35,1.5,2.6,0.6,1,5.9,6.9,9.2,2,0.5,2.8,3.3,8.9,/gleague/players/s/stoneju01d.html,200,UTEP,78,G-League
2018-19,MEM,6,1,89,2.4,11.3,0.214,0.8,4,0.2,1.6,7.3,0.222,2.4,2.8,0.857,0.8,2.8,3.6,4,0.8,0,3.2,3.2,8.1,/gleague/players/s/strowja01d.html,NA,None,NA,G-League
2019-20,WCB,13,12,454,6.2,14.9,0.415,2.9,9.3,0.308,3.3,5.6,0.592,2.1,2.1,0.963,1,5.1,6.1,3.3,0.8,0.6,2.1,2.2,18.7,/gleague/players/s/strusma01d.html,215,DePaul,77,G-League
2017-18,"NAS",43,18,554,5.2,9.9,0.523,0,0,0,5.2,9.9,0.523,3.9,5.1,0.769,3.4,3.2,6.6,1.3,0.6,0.8,2.4,4.9,14.3,/gleague/players/s/stuteer01d.html,250,None,83,G-League
2018-19,"NAS",50,37,1026,4.6,8.2,0.56,0,0,0,4.6,8.2,0.562,2.6,3.7,0.689,2.8,4.2,7,1.6,0.6,0.8,1.9,3.7,11.8,/gleague/players/s/stuteer01d.html,250,None,83,G-League
2020-21,EBH,3,0,30,3.6,7.2,0.5,0,0,0,3.6,7.2,0.5,0,2.4,0,2.4,9.6,12,3.6,0,0,0,3.6,7.2,/gleague/players/s/stuteer01d.html,250,None,83,G-League
2016-17,SWR,49,34,1649,5.1,11.7,0.438,1.7,4.8,0.352,3.4,6.9,0.498,2.4,3.1,0.768,0.7,3.4,4.1,3.4,1.4,0.1,2,3,14.3,/gleague/players/s/sulaira01d.html,NA,Maryland,NA,G-League
2016-17,RAP,2,2,55,7.9,19.6,0.4,2.6,5.9,0.444,5.2,13.7,0.381,3.9,5.2,0.75,3.9,12.4,16.4,3.3,0,0,2,4.6,22.3,/gleague/players/s/sullija01d.html,NA,Ohio State,NA,G-League
2018-19,STK,47,16,898,4.6,10.4,0.442,2.2,5.6,0.386,2.4,4.8,0.508,1.1,1.5,0.711,1.4,5.2,6.5,3.2,1.4,0.3,1.6,2.2,12.5,/gleague/players/s/sullita01d.html,220,None,78,G-League
2019-20,EBH,33,4,698,5.1,12.4,0.413,1.9,7.1,0.263,3.2,5.3,0.612,0.6,0.7,0.923,1.4,5.4,6.8,3.4,1.4,0.3,2.1,2.1,13,/gleague/players/s/sullita01d.html,220,None,78,G-League
2017-18,WIS,49,30,1239,3.5,9,0.387,0.6,2.7,0.234,2.8,6.3,0.454,1.5,2,0.757,0.8,3.4,4.1,3.9,1.2,0.2,2.2,3.9,9.2,/gleague/players/s/summeja01d.html,195,None,75,G-League
2017-18,FOR,14,7,237,5.5,13.8,0.396,0.8,3,0.25,4.7,10.8,0.437,3.6,5.5,0.667,1.1,3.9,5,5,2.3,0.9,3.6,3.3,15.3,/gleague/players/s/sumneed01d.html,186,Xavier,78,G-League
2018-19,FOR,26,26,816,9.3,19.7,0.472,2.4,6.6,0.36,6.9,13.1,0.529,4.3,5.8,0.748,0.8,2.3,3.2,4.4,2,0.7,3.6,3.4,25.3,/gleague/players/s/sumneed01d.html,186,Xavier,78,G-League
2019-20,FOR,2,2,54,8,15.3,0.522,2,4.7,0.429,6,10.7,0.563,4,5.3,0.75,1.3,4.7,6,3.3,1.3,0,3.3,2.7,26,/gleague/players/s/sumneed01d.html,186,Xavier,78,G-League
2020-21,SAN,5,3,113,3.8,8.6,0.444,1.3,5.7,0.222,2.5,2.9,0.889,1.3,2.5,0.5,2.5,10.2,12.7,1.6,1.9,0.3,3.2,4.1,11.2,/gleague/players/s/suttodw01d.html,NA,Louisville,NA,G-League
2017-18,CAN,14,12,424,6.5,13.1,0.5,0.7,2.2,0.308,5.9,10.9,0.539,3.1,4.7,0.673,3.6,10.5,14.1,3.1,1.3,1.1,3.3,3.5,16.9,/gleague/players/s/swanica01d.html,NA,Purdue,NA,G-League
2018-19,TOT,12,6,326,6.8,14.6,0.47,0.3,1.8,0.188,6.5,12.8,0.509,3.2,4.5,0.707,4.5,9.9,14.5,2.9,1.2,0.9,4.9,4,17.2,/gleague/players/s/swanica01d.html,NA,Purdue,NA,G-League
2018-19,CGG,17,1,172,4.8,12.3,0.39,1.9,6.3,0.3,2.9,6.1,0.483,1.3,1.3,1,0.8,5,5.9,1.5,1.5,0.4,2.9,4.8,12.8,/gleague/players/s/sweetde01d.html,NA,Saint Francis (PA),NA,G-League
2019-20,SFL,8,8,158,2.5,10.7,0.234,1.6,7.1,0.226,0.9,3.6,0.25,0,0.2,0,1.1,5.5,6.6,1.1,1.6,0,1.4,3.2,6.6,/gleague/players/s/swopsjo01d.html,210,None,79,G-League
2017-18,HAW,49,29,1173,4.2,8.9,0.471,0.7,2.5,0.296,3.5,6.4,0.538,2.9,4,0.729,1.3,3.7,5,2.9,2.1,1.3,2.6,4.2,12,/gleague/players/s/swordcr01d.html,196,Mississippi State,75,G-League
2018-19,HAW,49,11,1160,5.2,10.6,0.494,1.4,4.4,0.322,3.8,6.1,0.619,2.6,3.6,0.716,1.1,3.9,5.1,2.5,2,1.8,2,4.7,14.4,/gleague/players/s/swordcr01d.html,196,Mississippi State,75,G-League
2019-20,GRR,41,35,967,5.3,12.4,0.428,0.5,2.6,0.203,4.8,9.8,0.487,1.8,2.6,0.69,1,4.5,5.5,3.5,2.5,1,3.6,4.9,14.2,/gleague/players/s/swordcr01d.html,196,Mississippi State,75,G-League
2018-19,SFL,2,0,31,2.3,10.5,0.222,1.2,2.3,0.5,1.2,8.1,0.143,2.3,2.3,1,1.2,2.3,3.5,8.1,0,1.2,3.5,1.2,8.1,/gleague/players/t/taltoga01d.html,163,None,73,G-League
2016-17,OKL,43,1,1097,5,7.9,0.628,0,0,0,5,7.9,0.628,4.1,5.6,0.727,3.4,6.8,10.3,0.8,0.4,1,1.8,3.6,14.1,/gleague/players/t/tarczka01d.html,NA,Arizona,NA,G-League
2018-19,SFL,23,0,187,5.8,10.8,0.536,1,2.3,0.417,4.8,8.5,0.568,4.2,7.5,0.564,3.7,9.4,13.1,1,0.8,0.2,2.3,4.2,16.7,/gleague/players/t/taringe01d.html,NA,None,NA,G-League
2017-18,TOT,22,5,263,2.3,7.4,0.315,0.1,1.6,0.083,2.2,5.7,0.381,2.7,3.7,0.741,1.1,3.8,4.9,1.8,1,0.5,2.1,4.1,7.5,/gleague/players/t/tatety01d.html,217,None,77,G-League
2019-20,CGG,4,0,23,3.1,7.8,0.4,0,3.1,0,3.1,4.7,0.667,0,1.6,0,0,4.7,4.7,1.6,1.6,0,1.6,11,6.3,/gleague/players/t/tatety01d.html,217,None,77,G-League
2016-17,RAP,48,41,1134,6.8,11.5,0.591,0,0.1,0,6.8,11.4,0.594,2.5,3.6,0.714,4.4,7.4,11.8,2.2,1.2,4.2,2.7,4.8,16.1,/gleague/players/t/tavarwa01d.html,260,None,86,G-League
2017-18,RAP,1,1,33,6.5,8.7,0.75,0,0,0,6.5,8.7,0.75,1.1,2.2,0.5,4.4,6.5,10.9,0,0,3.3,2.2,4.4,14.2,/gleague/players/t/tavarwa01d.html,260,None,86,G-League
2018-19,ACC,20,0,245,3.8,10.4,0.366,1.8,4.7,0.375,2.1,5.7,0.359,1.3,2.2,0.6,0.9,3.1,4,1.5,1.6,0.3,0.7,4.4,10.7,/gleague/players/t/tayloev01d.html,204,None,77,G-League
2019-20,ACC,5,0,89,2.8,9.7,0.292,0.4,4.4,0.091,2.4,5.3,0.462,0.8,1.2,0.667,2.4,2.4,4.9,2.8,1.2,0,2,4,7.7,/gleague/players/t/tayloev01d.html,204,None,77,G-League
2016-17,RIO,25,19,872,7.3,14.1,0.515,1.8,3.9,0.457,5.5,10.2,0.536,5.3,6.5,0.816,0.6,2.4,3.1,6.2,0.7,0.1,2.5,2.9,21.6,/gleague/players/t/taylois01d.html,NA,Texas,NA,G-League
2017-18,HAW,4,4,138,8.6,17.5,0.493,1,2.3,0.444,7.6,15.1,0.5,3.9,5,0.789,0.8,2.1,2.9,10.7,0.8,0,4.4,2.6,22.2,/gleague/players/t/taylois01d.html,NA,Texas,NA,G-League
2019-20,RIO,21,18,659,7.6,14.6,0.522,0.8,2.7,0.3,6.8,11.9,0.573,1.5,2.3,0.651,1,3.4,4.4,6.2,1.3,0.2,2.9,4.2,18.6,/gleague/players/t/taylois01d.html,NA,Texas,NA,G-League
2016-17,SLS,45,18,1140,7.9,16.9,0.465,2.1,6.3,0.333,5.8,10.6,0.543,2.4,3.6,0.658,1.1,3.3,4.4,1.9,1.4,0.4,2.7,2.9,20.2,/gleague/players/t/tayloje01d.html,210,UCF,NA,G-League
2017-18,SLS,19,4,483,6.6,16.2,0.406,2.5,7.5,0.327,4.1,8.6,0.474,2.2,2.8,0.789,1.1,2.9,4,1.9,1.8,0.3,2,2.3,17.8,/gleague/players/t/tayloje01d.html,210,UCF,NA,G-League
2017-18,SFL,29,8,576,4.6,6.9,0.667,0,0,0,4.6,6.9,0.667,3.4,5.2,0.651,2.9,7.1,9.9,1.6,0.9,3.4,1.6,5.1,12.6,/gleague/players/t/tayloji01d.html,250,None,82,G-League
2020-21,EBH,6,0,61,1.8,6.5,0.273,0.6,3,0.2,1.2,3.5,0.333,1.2,1.2,1,1.8,3.5,5.3,1.8,1.2,0.6,2.4,3.5,7.1,/gleague/players/t/tayloma02d.html,NA,LSU,NA,G-League
2019-20,SAN,22,7,480,5,11,0.456,3.4,8,0.43,1.6,3,0.525,1.4,1.4,1,1.3,2,3.3,1,1.4,0.1,1,3.9,15.2,/gleague/players/t/taylory01d.html,NA,None,NA,G-League
2020-21,SAN,14,5,351,4.2,9.8,0.427,3.3,7.6,0.432,0.9,2.3,0.409,0.5,0.6,0.833,0.8,2.7,3.5,0.6,1.1,0.2,1,2.9,12.4,/gleague/players/t/taylory01d.html,NA,None,NA,G-League
