Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player,Player_href,Weight,College,Height
2017-18,26,HOU,NBA,C,51,2,536,5,8.5,0.591,0.1,0.7,0.091,5,7.8,0.638,1.9,4.2,0.46,4.2,6.7,10.9,0.9,1.4,2,2.4,7.2,12.1,Tarik Black,/players/b/blackta01.html,250,Kansas,81
2017-18,21,CHI,NBA,SG,19,0,314,6.1,16.4,0.371,1.7,6,0.288,4.4,10.4,0.418,3.4,4.5,0.769,0.5,3.3,3.8,2.3,0.8,0.1,1.3,2.2,17.3,Antonio Blakeney,/players/b/blakean01.html,192,LSU,76
2018-19,22,CHI,NBA,SG,57,3,829,7.2,17.2,0.419,1.6,4,0.396,5.6,13.2,0.426,2.2,3.3,0.658,0.3,4.3,4.6,1.8,0.5,0.4,1.5,1.8,18.2,Antonio Blakeney,/players/b/blakean01.html,192,LSU,76
2016-17,27,PHO,NBA,PG,66,66,2176,7.4,17.1,0.434,1.7,5.1,0.335,5.7,12,0.477,6.4,7.6,0.847,0.9,4.4,5.3,6.9,1.5,0.5,3.7,2.7,23,Eric Bledsoe,/players/b/bledser01.html,214,Kentucky,73
2017-18,28,TOT,NBA,PG,74,74,2322,7.3,15.3,0.473,1.9,5.6,0.347,5.3,9.8,0.545,3.9,4.9,0.795,0.8,3.6,4.4,5.7,2.3,0.7,3.3,2.9,20.4,Eric Bledsoe,/players/b/bledser01.html,214,Kentucky,73
2018-19,29,MIL,NBA,PG,78,78,2272,7.4,15.4,0.484,2,6,0.329,5.5,9.4,0.582,2.8,3.7,0.75,1.3,4.4,5.7,6.8,1.8,0.5,2.6,2.5,19.7,Eric Bledsoe,/players/b/bledser01.html,214,Kentucky,73
2019-20,30,MIL,NBA,PG,61,61,1646,7.3,15.4,0.475,1.6,4.7,0.344,5.7,10.7,0.533,3.7,4.7,0.79,0.9,5.2,6.2,7.2,1.2,0.6,3.2,2.8,19.9,Eric Bledsoe,/players/b/bledser01.html,214,Kentucky,73
2020-21,31,NOP,NBA,SG,71,70,2111,5.2,12.4,0.421,2.1,6.1,0.341,3.2,6.4,0.496,2.3,3.3,0.687,0.5,3.7,4.2,4.6,0.9,0.4,1.9,1.9,14.8,Eric Bledsoe,/players/b/bledser01.html,214,Kentucky,73
2020-21,25,POR,NBA,SF,17,0,75,2.4,9.6,0.25,1,3.8,0.25,1.4,5.8,0.25,0,0,0,1.4,3.4,4.8,1.9,1,0,2.4,3.8,5.8,Keljin Blevins,/players/b/blevike01.html,200,Montana State,76
2018-19,25,CLE,NBA,SF,27,4,439,3.9,8.7,0.443,0.8,3.2,0.256,3,5.5,0.552,0.8,1.1,0.769,2.1,5.9,8,1.1,0.6,0.7,0.9,1.6,9.3,Jaron Blossomgame,/players/b/blossja01.html,220,Clemson,80
2017-18,25,LAL,NBA,SG,5,0,45,0.8,4,0.2,0,1.6,0,0.8,2.4,0.333,0.8,1.6,0.5,0,0.8,0.8,2.4,0.8,0,2.4,1.6,2.4,Vander Blue,/players/b/blueva01.html,200,Marquette,76
2017-18,25,SAC,NBA,SG,78,53,2175,5.7,12.8,0.446,2.1,5.4,0.392,3.6,7.3,0.485,1.7,2,0.84,0.5,3.2,3.7,4.3,1.2,0.3,2.1,2.8,15.2,Bogdan Bogdanović,/players/b/bogdabo01.html,220,None,78
2018-19,26,SAC,NBA,SG,70,17,1947,6.7,16,0.418,2.5,6.9,0.36,4.2,9.1,0.462,2.5,3,0.827,0.7,3.8,4.5,4.9,1.3,0.3,2.2,2.6,18.3,Bogdan Bogdanović,/players/b/bogdabo01.html,220,None,78
